word,emotion
ammount,negative
ammunition,negative
amnesia,negative
amnesty,positive
amnio,negative
amniocentesis,negative
amnion,negative
amoeba,negative
amok,negative
amongst,negative
amongus,positive
amor,positive
amore,positive
amorna,positive
amorous,positive
amorousness,positive
amorphous,negative
amortise,negative
amortize,negative
amos,positive
amos,negative
amount,negative
amour,positive
amour,negative
amout,positive
amoxicillin,negative
amoy,negative
amp,positive
ampersand,positive
amphetamine,positive
amphibian,negative
amphibiotic,negative
amphiprotic,positive
amphitropous,negative
amphoteric,positive
amphotericin,positive
ample,positive
ample,positive
amplicon,negative
amplicons,negative
amplification,positive
amplification,positive
amplifier,positive
amplifier,positive
amplify,positive
amplyopia,negative
amprenavir,negative
ampule,negative
amputate,negative
amputation,negative
amputee,positive
amq,negative
amritsar,negative
amro,negative
amsoil,negative
amt,negative
amtssprache,negative
amuck,negative
amundson,negative
amuse,positive
amusement,positive
amusing,positive
amusive,positive
amwu,negative
amylaceous,negative
amyloid,negative
amyloid,negative
amyloid,negative
amyloidal,negative
amyloidotic,negative
amylum,negative
amyotonia,negative
amyotrophic,negative
amyotrophic,negative
an,negative
ana,negative
anabaptist,negative
anabatic,positive
anabolic,positive
anabolism,positive
anachronism,negative
anaclinal,positive
anaemia,negative
anaemic,negative
anaerobic,positive
anaerobic,positive
anaerobiotic,negative
anaesthetic,negative
anaesthetic,negative
anaethesia,negative
analcamsn,negative
analentjungferungn,negative
analfotzen,negative
analfotzenn,negative
analgesia,positive
analgesic,positive
analgesic,negative
analgesic,negative
analgetic,positive
analn,negative
analog,positive
analog,positive
analogen,negative
analogictech,negative
analogue,positive
analogy,positive
analphabetic,positive
analphabetism,negative
analpornon,negative
analpornosn,negative
analsexn,negative
analteenn,negative
analteensn,negative
analvideon,negative
analvideosn,negative
analyst,positive
analyst,positive
analyte,negative
analytic,positive
analytical,positive
analytics,positive
analyzed,positive
analyzer,positive
analyzer,positive
analyzing,positive
analyzing,positive
anamnesis,positive
anamorphic,positive
anamorphism,negative
anamorphosis,negative
ananas,positive
ananas,negative
anapa,positive
anaphase,negative
anaphrodisia,positive
anaphrodisiac,negative
anaphylactic,negative
anaphylaxis,negative
anapsid,positive
anarchic,negative
anarchical,negative
anarchist,negative
anarchist,negative
anarchist,negative
anarchy,negative
anastacia,negative
anastalsis,positive
anastigmatic,positive
anastrophe,negative
anastrozole,negative
anathapindika,positive
anathema,negative
anatoly,negative
anatomic,positive
anatomical,positive
anatomie,negative
anatomy,positive
anatoxin,negative
anatropous,positive
anbietet,negative
anbringen,negative
anc,negative
ance,positive
anceint,positive
ancestor,positive
ancestral,negative
ancestry,negative
ancestry,negative
anchor,positive
anchorage,positive
anchoring,negative
anchorite,positive
anchoritic,positive
anchorman,positive
anchorperson,positive
ancient,negative
ancientness,positive
ancillary,positive
ancillary,positive
and,positive
andalucia,positive
andalusian,positive
andaman,positive
andaman,negative
andauern,negative
anddak,positive
andean,positive
anden,negative
ander,negative
andere,negative
andere,negative
anderem,negative
anderen,negative
anderen,negative
anderer,negative
anderer,negative
andern,negative
anders,positive
andersen,positive
andersonville,positive
andersson,positive
andgift,positive
andi,negative
andijan,negative
andile,positive
andiron,negative
andmore,positive
ando,positive
andone,positive
andorra,positive
andover,negative
andrea,negative
andreas,positive
andreev,negative
andres,positive
andrespond,positive
andress,negative
andretention,negative
androgen,negative
androgenetic,negative
androgenic,negative
androgenization,positive
androgenous,negative
androgynous,negative
android,positive
androstane,positive
andsearch,positive
ane,positive
anecdotal,positive
anecdote,positive
anecdotic,positive
anecdotical,positive
anele,positive
anemia,negative
anemia,negative
anemic,negative
anemone,negative
anemophilous,positive
aneolithische,negative
anergy,negative
aneristic,negative
anerkennung,negative
anesthesia,negative
anesthetic,negative
anesthetic,negative
anestric,positive
anestrous,positive
anestrum,negative
anestrus,negative
aneurin,negative
aneurism,negative
aneurysm,negative
aneuvysion,negative
anfallender,negative
anfangsbuchstaben,negative
anfi,positive
anfield,positive
anforderung,negative
anfrage,negative
anfrageformular,negative
angabe,negative
angaben,negative
angaben,negative
angeben,negative
angebot,negative
angebote,negative
angebote,negative
angeboten,negative
angebotenen,negative
angebrochen,negative
angeforderten,negative
angefragt,negative
angegebene,negative
angegebenen,negative
angeklagten,negative
angel,positive
angelfish,positive
angelic,positive
angelica,positive
angelical,positive
angelina,positive
angelo,negative
angelou,positive
angelou,positive
angenehme,negative
anger,negative
anger,negative
angered,negative
anges,negative
angeschaut,negative
angesehen,negative
angesteuert,negative
angewandte,negative
angewandte,negative
angezeigt,negative
angie,negative
angina,negative
angiography,positive
angiopathy,negative
angiopathy,negative
angiosarcoma,negative
angiostrongylus,negative
angiotensin,negative
angiotonin,negative
angkor,positive
angle,positive
angle,negative
angle,negative
angled,positive
angler,negative
anglerfish,positive
angleworm,negative
anglican,positive
anglican,negative
anglican,positive
angling,positive
anglo,negative
anglolang,positive
anglophilia,positive
anglophobia,negative
anglophone,positive
angola,positive
angrier,negative
angry,negative
angry,negative
angst,negative
angst,negative
anguilla,positive
anguish,negative
angular,negative
angularity,negative
angulate,negative
angus,positive
anhand,negative
anhydrous,positive
anhydrous,negative
ani,positive
anicet,negative
anick,negative
anil,positive
animadversion,negative
animadvert,positive
animal,negative
animalia,negative
animalise,negative
animalism,negative
animality,negative
animalize,negative
animalscelebrate,positive
animalsex,positive
animate,negative
animate,positive
animated,positive
animated,negative
animateness,positive
animatics,positive
animator,positive
animatronic,positive
anime,positive
anime,negative
animen,negative
animise,positive
animize,positive
animosity,negative
animus,negative
anionic,positive
anisotropic,negative
anisotropy,negative
anit,negative
ankara,positive
anke,negative
ankebio,positive
ankita,negative
ankle,negative
anklebone,negative
ankyrin,negative
anleitungn,negative
anlgform,negative
anmeldung,negative
ann,positive
anna,negative
annalena,negative
annamese,negative
annamite,negative
annan,negative
annapurna,positive
anne,positive
anneal,negative
annealing,negative
annehmbar,negative
anneliese,negative
annemarie,negative
annette,positive
annetwell,positive
annex,positive
annex,positive
annex,positive
annexation,negative
annexation,negative
annexe,positive
annie,positive
annie,negative
annihilate,negative
annihilating,positive
annihilation,negative
annihilation,negative
annihilative,positive
annihilator,negative
annika,positive
anniverary,positive
anniversary,positive
anniversay,positive
anno,negative
annoque,negative
annotate,negative
annotated,positive
annotation,positive
annotation,positive
announce,negative
announced,positive
announcer,negative
announcing,positive
annoy,negative
annoy,negative
annoyance,negative
annoyed,negative
annoyer,negative
annoying,negative
annoying,negative
annoying,positive
annual,positive
annual,negative
annual,negative
annualised,positive
annualized,positive
annuity,positive
annuitynet,positive
annul,negative
annulet,negative
annulment,negative
annulus,negative
annum,positive
annunciate,positive
annunciation,positive
anodal,negative
anode,positive
anodic,negative
anodized,positive
anodyne,positive
anodyne,negative
anoestrous,positive
anoestrum,negative
anoestrus,negative
anogenital,negative
anoint,positive
anomalous,negative
anomalousness,negative
anomaly,negative
anomaly,negative
anomic,negative
anon,positive
anonimity,positive
anonymen,negative
anonymity,positive
anonymizers,negative
anonymous,positive
anorak,negative
anorectal,negative
anorexia,negative
anorexia,negative
anorexigen,positive
anorthic,negative
anosmia,negative
another,negative
anotheryellowdog,positive
anovulation,negative
anoxia,negative
anoxic,negative
anpassen,negative
anpissenn,negative
anrich,positive
anscheissenn,negative
anschliessend,negative
anschrift,negative
ansehen,negative
anserine,negative
ansi,positive
ansi,positive
ansicht,negative
anspruch,negative
anspruchsberechtigten,negative
answerback,negative
answerer,negative
answerfinder,positive
ant,negative
ant,negative
antacid,negative
antagonise,negative
antagonism,negative
antagonist,negative
antagonistic,negative
antagonize,negative
antapex,negative
antarctic,negative
antares,negative
antebellum,positive
antecede,negative
antecedence,negative
antecedency,negative
antecedent,negative
antecedent,positive
antechamber,positive
antedate,negative
antediluvial,negative
antediluvian,negative
antediluvian,negative
antelope,negative
antemeridian,positive
antemortem,positive
antenuptial,negative
anterior,positive
anteriority,negative
anterograde,negative
anteroom,positive
anteroposterior,negative
anthem,positive
anthesis,positive
anthology,positive
anthology,positive
anthracis,negative
anthracyclines,negative
anthrax,negative
anthrax,positive
anthraz,negative
anthropogenetic,positive
anthropogenic,negative
anthropoid,positive
anthropoid,negative
anthropoidal,positive
anthropological,positive
anthropologist,negative
anthropophagite,negative
anthropophagus,negative
anti-american,positive
anti-semite,negative
anti-semitism,negative
anti,negative
anti,negative
antiacid,negative
antiaggregatory,positive
antiago,negative
antiaircraft,negative
antiaircraft,negative
antiandrogens,positive
antianxiety,positive
antibacterial,negative
antibiotic,negative
antibiotic,negative
antibiotic,negative
antiblack,negative
antiboycott,positive
antic,negative
antic,negative
anticancer,negative
anticatalyst,negative
antich,negative
anticholinergic,negative
antichrist,negative
anticipant,positive
anticipated,positive
anticipative,positive
anticipatory,negative
anticlimactic,positive
anticlimactical,positive
anticlinal,positive
anticlockclock,positive
anticlockwise,negative
anticoagulant,positive
anticoagulant,positive
anticompetitive,negative
anticorruption,positive
anticyclone,negative
antidepressant,negative
antidepressant,negative
antidiabetic,positive
antidistortion,negative
antidumping,negative
antielectron,negative
antient,negative
antifa,negative
antifeminism,positive
antifertility,negative
antifraud,positive
antifreeze,negative
antifungal,negative
antigay,negative
antigen,negative
antigenic,negative
antiglioma,positive
antigua,positive
antihistamine,negative
antihypertensive,negative
antiinflammatory,negative
antiknocking,positive
